temperature;humidity;time;date
21.9;32.9;00.12:48;26.12.2021
22.0;33.0;00.12:58;26.12.2021
22.0;33.0;00.13:08;26.12.2021
22.0;33.0;00.13:18;26.12.2021
22.0;33.0;00.13:28;26.12.2021
22.0;33.0;00.13:38;26.12.2021
22.0;33.0;00.13:48;26.12.2021
22.0;33.0;00.13:58;26.12.2021
22.0;33.0;00.14:08;26.12.2021
22.0;33.0;00.14:18;26.12.2021
22.0;33.1;00.14:28;26.12.2021
22.0;33.1;00.14:38;26.12.2021
22.0;33.0;00.14:48;26.12.2021
22.0;33.0;00.14:59;26.12.2021
22.0;33.0;00.15:09;26.12.2021
22.0;33.1;00.15:19;26.12.2021
22.0;33.1;00.15:29;26.12.2021
22.0;33.1;00.15:38;26.12.2021
22.0;33.1;00.15:49;26.12.2021
22.0;33.1;00.15:58;26.12.2021
22.0;34.0;00.16:09;26.12.2021
22.1;37.8;00.16:19;26.12.2021
22.2;35.1;00.16:29;26.12.2021
22.2;34.0;00.16:39;26.12.2021
22.2;33.4;00.16:49;26.12.2021
22.2;33.2;00.16:59;26.12.2021
22.1;33.1;00.17:09;26.12.2021
22.1;33.0;00.17:19;26.12.2021
22.2;33.1;00.17:29;26.12.2021
22.2;33.1;00.17:39;26.12.2021
22.1;33.0;00.17:49;26.12.2021
22.1;33.0;00.17:59;26.12.2021
22.1;33.0;00.18:09;26.12.2021
22.1;33.0;00.18:19;26.12.2021
22.1;33.0;00.18:29;26.12.2021
22.1;33.1;00.18:39;26.12.2021
22.1;33.1;00.18:49;26.12.2021
22.1;33.1;00.18:59;26.12.2021
22.1;33.1;00.19:09;26.12.2021
22.1;33.1;00.19:19;26.12.2021
22.1;33.1;00.19:29;26.12.2021
22.1;33.3;00.19:39;26.12.2021
22.1;33.4;00.19:49;26.12.2021
22.1;33.4;00.19:59;26.12.2021
22.1;33.3;00.20:09;26.12.2021
22.1;33.3;00.20:19;26.12.2021
22.1;33.3;00.20:29;26.12.2021
22.1;33.3;00.20:39;26.12.2021
22.0;33.2;00.20:49;26.12.2021
22.1;33.4;00.20:59;26.12.2021
22.1;33.4;00.21:09;26.12.2021
22.1;33.4;00.21:19;26.12.2021
22.1;33.7;00.21:29;26.12.2021
22.1;33.7;00.21:39;26.12.2021
22.1;33.7;00.21:49;26.12.2021
22.1;33.6;00.21:59;26.12.2021
22.1;33.5;00.22:09;26.12.2021
22.1;33.6;00.22:19;26.12.2021
22.1;33.5;00.22:29;26.12.2021
22.1;33.5;00.22:39;26.12.2021
22.1;33.6;00.22:49;26.12.2021
22.1;33.7;00.22:59;26.12.2021
22.1;33.6;00.23:09;26.12.2021
22.1;33.5;00.23:19;26.12.2021
22.1;33.5;00.23:29;26.12.2021
22.1;33.5;00.23:39;26.12.2021
22.1;33.5;00.23:49;26.12.2021
22.1;33.5;00.23:59;26.12.2021
22.1;33.5;00.24:09;26.12.2021
22.1;33.5;00.24:19;26.12.2021
22.1;33.5;00.24:29;26.12.2021
22.1;33.5;00.24:39;26.12.2021
22.1;33.6;00.24:49;26.12.2021
22.1;33.6;00.24:59;26.12.2021
22.1;33.6;00.25:09;26.12.2021
22.1;33.6;00.25:19;26.12.2021
22.1;33.6;00.25:29;26.12.2021
22.1;33.6;00.25:39;26.12.2021
22.1;33.6;00.25:49;26.12.2021
22.1;33.8;00.25:59;26.12.2021
22.1;33.7;00.26:09;26.12.2021
22.1;33.7;00.26:19;26.12.2021
22.1;33.6;00.26:29;26.12.2021
22.1;33.7;00.26:39;26.12.2021
22.1;33.7;00.26:49;26.12.2021
22.1;33.7;00.26:59;26.12.2021
22.1;33.7;00.27:09;26.12.2021
22.1;33.7;00.27:19;26.12.2021
22.1;33.7;00.27:29;26.12.2021
22.1;33.7;00.27:39;26.12.2021
22.1;33.8;00.27:49;26.12.2021
22.1;33.8;00.27:59;26.12.2021
22.1;33.8;00.28:09;26.12.2021
22.2;33.9;00.28:19;26.12.2021
22.1;33.8;00.28:29;26.12.2021
22.2;33.9;00.28:39;26.12.2021
22.1;33.8;00.28:49;26.12.2021
22.2;33.8;00.28:59;26.12.2021
22.1;33.8;00.29:09;26.12.2021
22.1;33.8;00.29:19;26.12.2021
22.2;34.0;00.29:29;26.12.2021
22.1;34.0;00.29:39;26.12.2021
22.2;34.0;00.29:49;26.12.2021
22.2;34.0;00.29:59;26.12.2021
22.1;34.0;00.30:09;26.12.2021
22.2;34.0;00.30:19;26.12.2021
22.1;33.9;00.30:30;26.12.2021
22.1;33.9;00.30:40;26.12.2021
22.2;33.9;00.30:49;26.12.2021
22.2;33.9;00.31:00;26.12.2021
22.1;33.8;00.31:10;26.12.2021
22.2;34.1;00.31:20;26.12.2021
22.2;34.1;00.31:30;26.12.2021
22.1;34.0;00.31:40;26.12.2021
22.2;34.0;00.31:50;26.12.2021
22.1;33.8;00.32:00;26.12.2021
22.1;33.8;00.32:10;26.12.2021
22.1;33.8;00.32:20;26.12.2021
22.1;33.9;00.32:30;26.12.2021
22.1;33.8;00.32:40;26.12.2021
22.1;33.8;00.32:50;26.12.2021
22.2;34.0;00.33:00;26.12.2021
22.1;34.0;00.33:10;26.12.2021
22.1;34.0;00.33:20;26.12.2021
22.1;34.0;00.33:30;26.12.2021
22.1;33.9;00.33:40;26.12.2021
22.1;34.0;00.33:50;26.12.2021
22.1;34.0;00.34:00;26.12.2021
22.1;34.0;00.34:10;26.12.2021
22.2;34.0;00.34:20;26.12.2021
22.2;34.1;00.34:30;26.12.2021
22.1;34.4;00.34:40;26.12.2021
22.1;34.4;00.34:50;26.12.2021
22.2;34.4;00.35:00;26.12.2021
22.2;34.3;00.35:10;26.12.2021
22.1;34.1;00.35:20;26.12.2021
22.2;34.1;00.35:30;26.12.2021
22.2;34.0;00.35:40;26.12.2021
22.2;34.1;00.35:50;26.12.2021
22.2;34.1;00.36:00;26.12.2021
22.1;34.0;00.36:10;26.12.2021
22.2;34.0;00.36:20;26.12.2021
22.2;34.1;00.36:30;26.12.2021
22.2;34.0;00.36:40;26.12.2021
22.2;34.1;00.36:50;26.12.2021
22.2;34.0;00.37:00;26.12.2021
22.2;34.0;00.37:10;26.12.2021
22.2;34.0;00.37:20;26.12.2021
22.2;34.0;00.37:30;26.12.2021
22.2;34.0;00.37:40;26.12.2021
22.2;34.0;00.37:50;26.12.2021
22.2;34.0;00.38:00;26.12.2021
22.2;34.1;00.38:10;26.12.2021
22.2;34.1;00.38:20;26.12.2021
22.2;34.1;00.38:30;26.12.2021
22.2;34.1;00.38:40;26.12.2021
22.2;34.1;00.38:50;26.12.2021
22.2;34.1;00.39:00;26.12.2021
22.2;34.1;00.39:10;26.12.2021
22.2;34.1;00.39:20;26.12.2021
22.2;34.1;00.39:30;26.12.2021
22.2;34.2;00.39:40;26.12.2021
22.2;34.3;00.39:50;26.12.2021
22.2;34.3;00.40:00;26.12.2021
22.2;34.5;00.40:10;26.12.2021
22.2;34.5;00.40:20;26.12.2021
22.2;34.4;00.40:30;26.12.2021
22.3;34.4;00.40:40;26.12.2021
22.2;34.3;00.40:50;26.12.2021
22.2;34.3;00.41:00;26.12.2021
22.2;34.3;00.41:10;26.12.2021
22.2;34.2;00.41:20;26.12.2021
22.2;34.3;00.41:30;26.12.2021
22.3;34.3;00.41:40;26.12.2021
22.2;34.2;00.41:50;26.12.2021
22.2;34.3;00.42:00;26.12.2021
22.2;34.3;00.42:10;26.12.2021
22.2;34.2;00.42:20;26.12.2021
22.2;34.3;00.42:30;26.12.2021
22.2;34.3;00.42:40;26.12.2021
22.2;34.3;00.42:50;26.12.2021
22.2;34.3;00.43:00;26.12.2021
22.2;34.3;00.43:10;26.12.2021
22.2;34.3;00.43:20;26.12.2021
22.2;34.3;00.43:30;26.12.2021
22.2;34.3;00.43:40;26.12.2021
22.3;34.3;00.43:50;26.12.2021
22.3;34.3;00.44:00;26.12.2021
22.2;34.3;00.44:10;26.12.2021
22.2;34.3;00.44:20;26.12.2021
22.2;34.3;00.44:30;26.12.2021
22.2;34.3;00.44:40;26.12.2021
22.2;34.3;00.44:50;26.12.2021
22.2;34.3;00.45:00;26.12.2021
22.2;34.3;00.45:10;26.12.2021
22.2;34.3;00.45:20;26.12.2021
22.3;34.4;00.45:30;26.12.2021
22.2;34.3;00.45:40;26.12.2021
22.3;34.4;00.45:50;26.12.2021
22.3;34.4;00.46:00;26.12.2021
22.2;34.3;00.46:10;26.12.2021
22.2;34.3;00.46:20;26.12.2021
22.2;34.4;00.46:31;26.12.2021
22.3;34.4;00.46:41;26.12.2021
22.2;34.4;00.46:51;26.12.2021
22.3;34.4;00.47:01;26.12.2021
22.3;34.4;00.47:11;26.12.2021
22.2;34.4;00.47:21;26.12.2021
22.3;34.4;00.47:31;26.12.2021
22.3;34.5;00.47:41;26.12.2021
22.3;34.4;00.47:51;26.12.2021
22.2;34.4;00.48:01;26.12.2021
22.3;34.5;00.48:11;26.12.2021
22.3;34.4;00.48:21;26.12.2021
22.3;34.5;00.48:31;26.12.2021
22.3;34.5;00.48:41;26.12.2021
22.3;34.6;00.48:51;26.12.2021
22.3;34.5;00.49:01;26.12.2021
22.3;34.5;00.49:11;26.12.2021
22.3;34.6;00.49:21;26.12.2021
22.3;34.6;00.49:31;26.12.2021
22.3;34.6;00.49:41;26.12.2021
22.3;34.6;00.49:51;26.12.2021
22.3;34.5;00.50:01;26.12.2021
22.3;34.5;00.50:11;26.12.2021
22.3;34.5;00.50:21;26.12.2021
22.3;34.6;00.50:31;26.12.2021
22.3;34.6;00.50:41;26.12.2021
22.3;34.6;00.50:51;26.12.2021
22.3;34.6;00.51:01;26.12.2021
22.3;34.6;00.51:11;26.12.2021
22.3;34.6;00.51:21;26.12.2021
22.3;34.6;00.51:31;26.12.2021
22.3;34.6;00.51:41;26.12.2021
22.3;34.7;00.51:51;26.12.2021
22.2;34.6;00.52:01;26.12.2021
22.3;34.7;00.52:11;26.12.2021
22.3;34.7;00.52:21;26.12.2021
22.3;34.7;00.52:31;26.12.2021
22.3;34.7;00.52:41;26.12.2021
22.3;34.7;00.52:51;26.12.2021
22.3;34.7;00.53:01;26.12.2021
22.3;34.7;00.53:11;26.12.2021
22.3;34.8;00.53:21;26.12.2021
22.3;34.8;00.53:31;26.12.2021
22.2;34.7;00.53:41;26.12.2021
22.3;34.7;00.53:51;26.12.2021
22.3;34.8;00.54:01;26.12.2021
22.3;34.7;00.54:11;26.12.2021
22.3;34.8;00.54:21;26.12.2021
22.3;34.8;00.54:31;26.12.2021
22.3;34.8;00.54:41;26.12.2021
22.3;34.9;00.54:51;26.12.2021
22.3;34.9;00.55:01;26.12.2021
22.3;34.9;00.55:11;26.12.2021
22.3;34.9;00.55:21;26.12.2021
22.3;35.0;00.55:31;26.12.2021
22.3;35.0;00.55:41;26.12.2021
22.3;35.0;00.55:51;26.12.2021
22.3;35.0;00.56:01;26.12.2021
22.3;35.0;00.56:11;26.12.2021
22.3;35.0;00.56:21;26.12.2021
22.3;35.0;00.56:31;26.12.2021
22.3;35.0;00.56:41;26.12.2021
22.3;35.0;00.56:51;26.12.2021
22.3;35.1;00.57:01;26.12.2021
22.3;35.1;00.57:11;26.12.2021
22.3;35.0;00.57:21;26.12.2021
22.3;35.0;00.57:31;26.12.2021
22.3;35.0;00.57:41;26.12.2021
22.3;35.0;00.57:51;26.12.2021
22.3;35.0;00.58:01;26.12.2021
22.3;35.0;00.58:11;26.12.2021
22.3;35.0;00.58:21;26.12.2021
22.3;35.0;00.58:31;26.12.2021
22.3;35.0;00.58:41;26.12.2021
22.3;35.0;00.58:51;26.12.2021
22.3;35.0;00.59:01;26.12.2021
22.3;35.1;00.59:11;26.12.2021
22.3;35.0;00.59:21;26.12.2021
22.3;35.0;00.59:31;26.12.2021
22.3;35.1;00.59:41;26.12.2021
22.3;35.1;00.59:51;26.12.2021
22.3;35.1;01.00:01;26.12.2021
22.3;35.0;01.00:11;26.12.2021
22.3;35.1;01.00:21;26.12.2021
22.3;35.0;01.00:31;26.12.2021
22.3;35.1;01.00:41;26.12.2021
22.3;35.0;01.00:51;26.12.2021
22.3;35.1;01.01:01;26.12.2021
22.3;35.1;01.01:11;26.12.2021
22.3;35.2;01.01:21;26.12.2021
22.3;35.2;01.01:31;26.12.2021
22.3;35.1;01.01:41;26.12.2021
22.3;35.2;01.01:51;26.12.2021
22.3;35.1;01.02:02;26.12.2021
22.3;35.2;01.02:12;26.12.2021
22.3;35.2;01.02:21;26.12.2021
22.3;35.2;01.02:31;26.12.2021
22.3;35.1;01.02:42;26.12.2021
22.3;35.1;01.02:52;26.12.2021
22.3;35.1;01.03:02;26.12.2021
22.3;35.1;01.03:12;26.12.2021
22.3;35.1;01.03:22;26.12.2021
22.3;35.1;01.03:32;26.12.2021
22.3;35.1;01.03:42;26.12.2021
22.3;35.1;01.03:52;26.12.2021
22.3;35.1;01.04:02;26.12.2021
22.4;35.2;01.04:12;26.12.2021
22.3;35.1;01.04:22;26.12.2021
22.3;35.2;01.04:32;26.12.2021
22.3;35.2;01.04:42;26.12.2021
22.3;35.2;01.04:52;26.12.2021
22.3;35.2;01.05:02;26.12.2021
22.3;35.2;01.05:12;26.12.2021
22.4;35.3;01.05:22;26.12.2021
22.3;35.3;01.05:32;26.12.2021
22.3;35.3;01.05:42;26.12.2021
22.3;35.3;01.05:52;26.12.2021
22.3;35.3;01.06:02;26.12.2021
22.3;35.3;01.06:12;26.12.2021
22.3;35.4;01.06:22;26.12.2021
22.3;35.4;01.06:32;26.12.2021
22.3;35.4;01.06:42;26.12.2021
22.3;35.4;01.06:52;26.12.2021
22.3;35.3;01.07:02;26.12.2021
22.4;35.5;01.07:12;26.12.2021
22.3;35.3;01.07:22;26.12.2021
22.3;35.4;01.07:32;26.12.2021
22.3;35.4;01.07:42;26.12.2021
22.3;35.5;01.07:52;26.12.2021
22.3;35.4;01.08:02;26.12.2021
22.3;35.4;01.08:12;26.12.2021
22.3;35.4;01.08:22;26.12.2021
22.3;35.4;01.08:32;26.12.2021
22.3;35.4;01.08:42;26.12.2021
22.3;35.4;01.08:52;26.12.2021
22.4;35.5;01.09:02;26.12.2021
22.3;35.4;01.09:12;26.12.2021
22.3;35.5;01.09:22;26.12.2021
22.3;35.4;01.09:32;26.12.2021
22.3;35.4;01.09:42;26.12.2021
22.3;35.5;01.09:52;26.12.2021
22.3;35.4;01.10:02;26.12.2021
22.4;35.5;01.10:12;26.12.2021
22.3;35.4;01.10:22;26.12.2021
22.3;35.5;01.10:32;26.12.2021
22.3;35.4;01.10:42;26.12.2021
22.3;35.4;01.10:52;26.12.2021
22.3;35.5;01.11:02;26.12.2021
22.4;35.6;01.11:12;26.12.2021
22.3;35.5;01.11:22;26.12.2021
22.3;35.5;01.11:32;26.12.2021
22.4;35.5;01.11:42;26.12.2021
22.4;35.6;01.11:52;26.12.2021
22.3;35.5;01.12:02;26.12.2021
22.4;35.5;01.12:12;26.12.2021
22.3;35.5;01.12:22;26.12.2021
22.4;35.6;01.12:32;26.12.2021
22.4;35.6;01.12:42;26.12.2021
22.4;35.6;01.12:52;26.12.2021
22.4;35.6;01.13:02;26.12.2021
22.4;35.6;01.13:12;26.12.2021
22.4;35.6;01.13:22;26.12.2021
22.4;35.6;01.13:32;26.12.2021
22.4;35.6;01.13:42;26.12.2021
22.4;35.6;01.13:52;26.12.2021
22.4;35.6;01.14:02;26.12.2021
22.4;35.6;01.14:12;26.12.2021
22.4;35.6;01.14:22;26.12.2021
22.4;35.6;01.14:32;26.12.2021
22.4;35.6;01.14:42;26.12.2021
22.4;35.6;01.14:52;26.12.2021
22.4;35.5;01.15:02;26.12.2021
22.4;35.6;01.15:12;26.12.2021
22.4;35.6;01.15:22;26.12.2021
22.4;35.6;01.15:32;26.12.2021
22.4;35.6;01.15:42;26.12.2021
22.4;35.7;01.15:52;26.12.2021
22.4;35.6;01.16:02;26.12.2021
22.4;35.6;01.16:12;26.12.2021
22.4;35.6;01.16:22;26.12.2021
22.4;35.6;01.16:32;26.12.2021
22.4;35.5;01.16:42;26.12.2021
22.4;35.6;01.16:52;26.12.2021
22.4;35.5;01.17:02;26.12.2021
22.4;35.6;01.17:12;26.12.2021
22.4;35.6;01.17:22;26.12.2021
22.4;35.6;01.17:32;26.12.2021
22.4;35.6;01.17:43;26.12.2021
22.4;35.6;01.17:53;26.12.2021
22.4;35.6;01.18:03;26.12.2021
22.4;35.6;01.18:13;26.12.2021
22.4;35.6;01.18:23;26.12.2021
22.3;35.5;01.18:32;26.12.2021
22.4;35.5;01.18:43;26.12.2021
22.4;35.6;01.18:53;26.12.2021
22.4;35.6;01.19:03;26.12.2021
22.4;35.6;01.19:13;26.12.2021
22.4;35.6;01.19:23;26.12.2021
22.4;35.6;01.19:33;26.12.2021
22.4;35.6;01.19:43;26.12.2021
22.4;35.6;01.19:53;26.12.2021
22.4;35.6;01.20:03;26.12.2021
22.4;35.6;01.20:13;26.12.2021
22.4;35.6;01.20:23;26.12.2021
22.4;35.6;01.20:33;26.12.2021
22.4;35.6;01.20:43;26.12.2021
22.4;35.6;01.20:53;26.12.2021
22.4;35.6;01.21:03;26.12.2021
22.4;35.7;01.21:13;26.12.2021
22.4;35.7;01.21:25;26.12.2021
22.4;35.7;01.21:33;26.12.2021
22.4;35.7;01.21:43;26.12.2021
22.4;35.7;01.21:53;26.12.2021
22.4;35.7;01.22:03;26.12.2021
22.4;35.7;01.22:13;26.12.2021
22.4;35.7;01.22:23;26.12.2021
22.4;35.8;01.22:33;26.12.2021
22.4;35.7;01.22:43;26.12.2021
22.4;35.7;01.22:53;26.12.2021
22.4;35.8;01.23:03;26.12.2021
22.4;35.7;01.23:13;26.12.2021
22.4;35.8;01.23:23;26.12.2021
22.5;35.8;01.23:33;26.12.2021
22.4;35.7;01.23:43;26.12.2021
22.4;35.7;01.23:53;26.12.2021
22.4;35.8;01.24:03;26.12.2021
22.4;35.8;01.24:13;26.12.2021
22.4;35.7;01.24:23;26.12.2021
22.4;35.8;01.24:33;26.12.2021
22.4;35.8;01.24:43;26.12.2021
22.5;35.9;01.24:53;26.12.2021
22.4;35.8;01.25:03;26.12.2021
22.4;35.9;01.25:13;26.12.2021
22.4;35.8;01.25:23;26.12.2021
22.4;35.8;01.25:33;26.12.2021
22.4;35.8;01.25:43;26.12.2021
22.4;35.9;01.25:53;26.12.2021
22.4;35.9;01.26:03;26.12.2021
22.4;35.9;01.26:13;26.12.2021
22.4;35.9;01.26:23;26.12.2021
22.4;35.9;01.26:33;26.12.2021
22.4;35.9;01.26:43;26.12.2021
22.5;36.0;01.26:53;26.12.2021
22.4;35.9;01.27:03;26.12.2021
22.4;35.9;01.27:13;26.12.2021
22.4;35.9;01.27:23;26.12.2021
22.4;35.9;01.27:33;26.12.2021
22.4;35.9;01.27:43;26.12.2021
22.5;36.0;01.27:53;26.12.2021
22.4;35.8;01.28:03;26.12.2021
22.5;35.9;01.28:13;26.12.2021
22.4;35.9;01.28:23;26.12.2021
22.4;35.9;01.28:33;26.12.2021
22.5;35.9;01.28:43;26.12.2021
22.4;35.7;01.28:53;26.12.2021
22.4;35.8;01.29:03;26.12.2021
22.4;35.9;01.29:13;26.12.2021
22.4;35.8;01.29:23;26.12.2021
22.4;35.9;01.29:33;26.12.2021
22.5;36.0;01.29:43;26.12.2021
22.5;35.9;01.29:53;26.12.2021
22.5;35.9;01.30:03;26.12.2021
22.4;35.9;01.30:13;26.12.2021
22.4;35.9;01.30:23;26.12.2021
22.5;35.9;01.30:33;26.12.2021
22.5;35.9;01.30:43;26.12.2021
22.5;35.9;01.30:53;26.12.2021
22.5;35.9;01.31:03;26.12.2021
22.5;35.8;01.31:13;26.12.2021
22.4;35.9;01.31:23;26.12.2021
22.5;36.0;01.31:33;26.12.2021
22.5;36.0;01.31:43;26.12.2021
22.5;36.0;01.31:53;26.12.2021
22.5;36.0;01.32:03;26.12.2021
22.5;36.1;01.32:13;26.12.2021
22.5;36.1;01.32:23;26.12.2021
22.5;36.0;01.32:33;26.12.2021
22.5;36.0;01.32:43;26.12.2021
22.5;36.0;01.32:53;26.12.2021
22.5;36.0;01.33:03;26.12.2021
22.5;36.0;01.33:13;26.12.2021
22.5;36.0;01.33:23;26.12.2021
22.5;35.9;01.33:34;26.12.2021
22.5;36.0;01.33:44;26.12.2021
22.5;36.0;01.33:53;26.12.2021
22.5;36.0;01.34:04;26.12.2021
22.5;36.0;01.34:14;26.12.2021
22.5;36.0;01.34:24;26.12.2021
22.5;36.0;01.34:34;26.12.2021
22.5;36.0;01.34:44;26.12.2021
22.5;36.0;01.34:54;26.12.2021
22.5;36.0;01.35:04;26.12.2021
22.5;36.0;01.35:14;26.12.2021
22.5;36.0;01.35:24;26.12.2021
22.5;36.1;01.35:34;26.12.2021
22.5;36.0;01.35:44;26.12.2021
22.5;36.0;01.35:54;26.12.2021
22.5;36.0;01.36:04;26.12.2021
22.5;36.0;01.36:14;26.12.2021
22.5;36.0;01.36:24;26.12.2021
22.5;36.0;01.36:34;26.12.2021
22.5;36.0;01.36:44;26.12.2021
22.5;36.1;01.36:54;26.12.2021
22.5;36.2;01.37:04;26.12.2021
22.5;36.2;01.37:14;26.12.2021
22.5;36.2;01.37:24;26.12.2021
22.5;36.2;01.37:34;26.12.2021
22.5;36.1;01.37:44;26.12.2021
22.5;36.2;01.37:54;26.12.2021
22.5;36.2;01.38:04;26.12.2021
22.5;36.3;01.38:14;26.12.2021
22.5;36.3;01.38:24;26.12.2021
22.5;36.3;01.38:34;26.12.2021
22.5;36.3;01.38:44;26.12.2021
22.5;36.3;01.38:54;26.12.2021
22.5;36.3;01.39:04;26.12.2021
22.5;36.3;01.39:14;26.12.2021
22.5;36.3;01.39:24;26.12.2021
22.6;36.3;01.39:34;26.12.2021
22.5;36.2;01.39:44;26.12.2021
22.5;36.3;01.39:54;26.12.2021
22.5;36.3;01.40:04;26.12.2021
22.5;36.3;01.40:14;26.12.2021
22.5;36.3;01.40:24;26.12.2021
22.5;36.3;01.40:34;26.12.2021
22.5;36.3;01.40:44;26.12.2021
22.5;36.3;01.40:54;26.12.2021
22.6;36.4;01.41:04;26.12.2021
22.5;36.3;01.41:14;26.12.2021
22.5;36.3;01.41:24;26.12.2021
22.5;36.3;01.41:34;26.12.2021
22.5;36.3;01.41:44;26.12.2021
22.5;36.4;01.41:54;26.12.2021
22.5;36.3;01.42:04;26.12.2021
22.5;36.3;01.42:14;26.12.2021
22.5;36.3;01.42:24;26.12.2021
22.5;36.3;01.42:34;26.12.2021
22.5;36.2;01.42:44;26.12.2021
22.5;36.2;01.42:54;26.12.2021
22.5;36.2;01.43:04;26.12.2021
22.5;36.1;01.43:14;26.12.2021
22.5;36.1;01.43:24;26.12.2021
22.5;36.2;01.43:34;26.12.2021
22.5;36.2;01.43:44;26.12.2021
22.5;36.3;01.43:54;26.12.2021
22.5;36.3;01.44:04;26.12.2021
22.5;36.2;01.44:14;26.12.2021
22.5;36.3;01.44:24;26.12.2021
22.6;36.3;01.44:34;26.12.2021
22.5;36.2;01.44:44;26.12.2021
22.5;36.2;01.44:54;26.12.2021
22.5;36.2;01.45:04;26.12.2021
22.5;36.3;01.45:14;26.12.2021
22.5;36.4;01.45:24;26.12.2021
22.5;36.4;01.45:34;26.12.2021
22.6;36.6;01.45:44;26.12.2021
22.5;36.5;01.45:54;26.12.2021
22.5;36.4;01.46:04;26.12.2021
22.5;36.5;01.46:14;26.12.2021
22.6;36.6;01.46:24;26.12.2021
22.5;36.4;01.46:34;26.12.2021
22.6;36.4;01.46:44;26.12.2021
22.5;36.4;01.46:54;26.12.2021
22.5;36.4;01.47:04;26.12.2021
22.5;36.4;01.47:14;26.12.2021
22.5;36.4;01.47:24;26.12.2021
22.5;36.4;01.47:34;26.12.2021
22.5;36.5;01.47:44;26.12.2021
22.6;36.6;01.47:54;26.12.2021
22.5;36.5;01.48:04;26.12.2021
22.6;36.6;01.48:14;26.12.2021
22.5;36.6;01.48:24;26.12.2021
22.6;36.5;01.48:34;26.12.2021
22.5;36.4;01.48:44;26.12.2021
22.5;36.4;01.48:54;26.12.2021
22.5;36.4;01.49:05;26.12.2021
22.6;36.4;01.49:15;26.12.2021
22.6;36.4;01.49:25;26.12.2021
22.5;36.3;01.49:35;26.12.2021
22.6;36.4;01.49:45;26.12.2021
22.5;36.3;01.49:55;26.12.2021
22.6;36.4;01.50:05;26.12.2021
22.6;36.4;01.50:15;26.12.2021
22.6;36.5;01.50:25;26.12.2021
22.6;36.5;01.50:35;26.12.2021
22.6;36.5;01.50:45;26.12.2021
22.6;36.5;01.50:55;26.12.2021
22.6;36.5;01.51:05;26.12.2021
22.6;36.5;01.51:15;26.12.2021
22.5;36.5;01.51:25;26.12.2021
22.6;36.4;01.51:35;26.12.2021
22.6;36.5;01.51:45;26.12.2021
22.6;36.5;01.51:55;26.12.2021
22.5;36.4;01.52:05;26.12.2021
22.6;36.5;01.52:15;26.12.2021
22.5;36.4;01.52:25;26.12.2021
22.6;36.5;01.52:35;26.12.2021
22.6;36.5;01.52:45;26.12.2021
22.6;36.5;01.52:55;26.12.2021
22.6;36.5;01.53:05;26.12.2021
22.6;36.6;01.53:15;26.12.2021
22.6;36.6;01.53:25;26.12.2021
22.6;36.6;01.53:35;26.12.2021
22.6;36.7;01.53:45;26.12.2021
22.6;36.6;01.53:55;26.12.2021
22.6;36.6;01.54:05;26.12.2021
22.5;36.6;01.54:15;26.12.2021
22.6;36.6;01.54:25;26.12.2021
22.6;36.6;01.54:35;26.12.2021
22.6;36.6;01.54:45;26.12.2021
22.6;36.6;01.54:55;26.12.2021
22.6;36.6;01.55:05;26.12.2021
22.6;36.6;01.55:15;26.12.2021
22.6;36.6;01.55:25;26.12.2021
22.6;36.7;01.55:35;26.12.2021
22.6;36.8;01.55:45;26.12.2021
22.6;36.8;01.55:55;26.12.2021
22.6;36.7;01.56:05;26.12.2021
22.6;36.7;01.56:15;26.12.2021
22.6;36.7;01.56:25;26.12.2021
22.6;36.7;01.56:35;26.12.2021
22.6;36.6;01.56:45;26.12.2021
22.6;36.7;01.56:55;26.12.2021
22.6;36.7;01.57:05;26.12.2021
22.6;36.8;01.57:15;26.12.2021
22.6;36.7;01.57:25;26.12.2021
22.6;36.7;01.57:35;26.12.2021
22.6;36.8;01.57:45;26.12.2021
22.6;36.8;01.57:55;26.12.2021
22.6;36.8;01.58:05;26.12.2021
22.5;36.8;01.58:15;26.12.2021
22.6;36.8;01.58:25;26.12.2021
22.6;36.9;01.58:35;26.12.2021
22.6;36.9;01.58:45;26.12.2021
22.6;36.8;01.58:55;26.12.2021
22.6;36.8;01.59:05;26.12.2021
22.6;36.8;01.59:15;26.12.2021
22.6;36.7;01.59:25;26.12.2021
22.6;36.7;01.59:35;26.12.2021
22.6;36.8;01.59:45;26.12.2021
22.6;36.8;01.59:55;26.12.2021
22.6;36.8;02.00:05;26.12.2021
22.6;36.8;02.00:15;26.12.2021
22.6;36.8;02.00:25;26.12.2021
22.6;36.8;02.00:35;26.12.2021
22.5;36.8;02.00:45;26.12.2021
22.6;36.8;02.00:55;26.12.2021
22.6;36.8;02.01:05;26.12.2021
22.6;36.8;02.01:15;26.12.2021
22.6;36.8;02.01:25;26.12.2021
22.6;36.8;02.01:35;26.12.2021
22.6;36.8;02.01:45;26.12.2021
22.6;36.8;02.01:55;26.12.2021
22.6;36.7;02.02:05;26.12.2021
22.6;36.7;02.02:15;26.12.2021
22.6;36.6;02.02:25;26.12.2021
22.6;36.7;02.02:35;26.12.2021
22.6;36.7;02.02:45;26.12.2021
22.6;36.7;02.02:55;26.12.2021
22.6;36.7;02.03:05;26.12.2021
22.6;36.8;02.03:15;26.12.2021
22.5;36.7;02.03:25;26.12.2021
22.6;36.8;02.03:35;26.12.2021
22.6;36.8;02.03:45;26.12.2021
